seudonimo,zona
N-16584,ninguno
N-11800,ninguno
N-02361,ninguno
P-40698,ninguno
P-37435,ninguno
N-06554,ninguno
N-13930,ninguno
N-18995,ninguno
P-15723,ninguno
P-27435,ninguno
P-22508,ninguno
P-43797,ninguno
P-47080,ninguno
P-03955,ninguno
N-36519,ninguno
N-29298,ninguno
P-33456,ninguno
N-10016,ninguno
P-44285,ninguno
P-25702,ninguno
N-26627,ninguno
N-25203,ninguno
P-44897,ninguno
P-18342,ninguno
UT-19086,solo_triangulo
N-26947,ninguno
N-20130,ninguno
N-34239,ninguno
P-22648,ninguno
UT-21076,ninguno
N-14541,ninguno
P-12038,ninguno
P-42049,ninguno
N-36362,ninguno
P-19342,ninguno
N-07369,ninguno
P-17960,ninguno
N-13208,ninguno
P-27734,ninguno
P-39949,ninguno
P-09004,ninguno
P-15626,ninguno
N-16068,ninguno
P-11143,ninguno
P-46283,solo_modelo
N-30020,ninguno
N-00822,ninguno
P-48855,ninguno
P-01419,ninguno
N-06019,ninguno
N-04106,ninguno
N-27037,ninguno
P-24314,ninguno
P-18765,ninguno
P-20050,ninguno
N-00599,ninguno
P-15644,ninguno
N-24639,ninguno
N-34236,ninguno
UT-44260,solo_triangulo
N-23556,ninguno
UT-37645,ninguno
P-29388,ninguno
N-30057,solo_modelo
P-13339,ninguno
UT-39294,ninguno
N-05699,ninguno
N-20942,ninguno
P-40281,ninguno
P-06720,ninguno
P-13748,ninguno
N-08037,ninguno
N-08158,ninguno
P-16045,ninguno
UT-11072,ninguno
P-33943,ninguno
N-20666,ninguno
N-10798,ninguno
UT-28401,ninguno
N-32436,ninguno
N-16756,ninguno
P-03452,solo_triangulo
P-18872,ninguno
P-35877,ninguno
N-03507,ninguno
N-18982,ninguno
N-19794,ninguno
UT-30185,ninguno
N-21266,ninguno
N-32160,ninguno
N-34197,ninguno
N-28071,ninguno
P-15766,ninguno
P-46351,ninguno
P-18589,ninguno
P-02869,ninguno
P-03152,ninguno
P-07593,ninguno
N-25035,ninguno
P-44908,ninguno
P-02651,ninguno
N-32855,ninguno
N-19887,ninguno
N-15638,ninguno
P-11422,ninguno
N-31048,ninguno
P-22532,ninguno
N-16229,ninguno
P-13087,ninguno
P-22455,ninguno
P-42413,ninguno
N-25394,ninguno
N-01488,ninguno
N-04630,ninguno
N-11278,ninguno
P-23299,ninguno
P-49269,ninguno
P-05522,ninguno
UT-26017,solo_triangulo
P-08508,ninguno
N-24666,ninguno
P-11273,ninguno
P-49175,ninguno
N-16762,ninguno
P-49285,ninguno
N-36204,ninguno
P-22798,ninguno
P-00602,ninguno
P-40325,ninguno
N-06910,ninguno
P-45087,ninguno
P-19643,ninguno
P-10685,ninguno
P-33324,ninguno
P-42200,ninguno
N-22561,ninguno
N-19940,ninguno
P-04879,ninguno
N-20912,ninguno
N-28754,ninguno
P-20385,ninguno
UT-11139,ninguno
P-13082,ninguno
N-21149,ninguno
N-27422,ninguno
P-18409,ninguno
P-51389,ninguno
P-32577,ninguno
P-35236,ninguno
P-40439,ninguno
P-19868,ninguno
P-09187,ninguno
N-16703,ninguno
N-33528,ninguno
N-22534,ninguno
P-00485,ninguno
N-23398,ninguno
P-22720,ninguno
N-35313,ninguno
N-20423,ninguno
P-44296,ninguno
N-12141,ninguno
N-09333,ninguno
N-25152,ninguno
N-14081,ninguno
N-12193,ninguno
N-12421,ninguno
P-48974,solo_triangulo
N-20732,ninguno
P-36675,ninguno
N-05782,ninguno
N-36873,ninguno
N-28679,ninguno
N-10866,ninguno
N-21819,ninguno
P-21210,ninguno
N-01312,ninguno
N-35273,ninguno
P-47547,solo_modelo
N-32942,ninguno
P-05372,ninguno
P-27968,ninguno
P-50630,ninguno
N-26668,ninguno
P-13473,ninguno
P-39325,solo_modelo
P-02945,solo_triangulo
UT-7902,solo_triangulo
N-34076,ninguno
N-01950,ninguno
P-01513,ninguno
UT-0664,solo_triangulo
P-01017,solo_triangulo
P-48464,ninguno
UT-5939,ninguno
P-38781,ninguno
N-21384,ninguno
P-43211,ninguno
P-02562,ninguno
N-27013,ninguno
N-01673,ninguno
UT-11550,ninguno
P-37315,ninguno
N-28492,ninguno
N-15841,ninguno
N-24086,ninguno
N-35109,ninguno
P-17444,ninguno
P-04776,ninguno
P-07105,ninguno
N-03006,ninguno
N-32203,ninguno
P-18808,ninguno
N-09177,ninguno
P-02715,ninguno
P-22267,ninguno
N-22684,ninguno
N-23704,ninguno
P-24863,ninguno
N-07503,ninguno
P-31279,ninguno
N-37096,ninguno
P-33264,ninguno
P-48102,ninguno
N-36976,ninguno
P-42602,ninguno
N-00174,ninguno
N-33601,ninguno
N-13175,ninguno
N-32539,ninguno
P-24735,ninguno
P-22590,ninguno
P-02046,ninguno
P-41138,ninguno
UT-12833,ninguno
UT-34882,ninguno
N-05571,ninguno
N-19964,ninguno
P-45221,ninguno
P-07373,ninguno
P-25342,ninguno
P-06439,ninguno
UT-10620,solo_triangulo
UT-19058,ninguno
P-43019,ninguno
N-24398,ninguno
N-21940,ninguno
N-12276,ninguno
N-06580,ninguno
P-00443,ninguno
N-37655,ninguno
N-26324,ninguno
N-06945,ninguno
P-40019,ninguno
P-11607,ninguno
P-34887,ninguno
P-06954,ninguno
P-40555,ninguno
N-00327,ninguno
P-02902,ninguno
UT-43627,ninguno
P-21505,ninguno
P-36013,ninguno
P-47108,ninguno
N-01899,ninguno
N-30677,ninguno
N-34905,ninguno
P-38171,ninguno
P-26210,ninguno
P-08777,ninguno
P-01112,ninguno
N-33947,ninguno
N-23513,ninguno
N-30492,ninguno
UT-13752,solo_triangulo
P-24647,ninguno
P-07215,ninguno
P-12430,ninguno
P-31886,ninguno
P-17356,ninguno
N-08122,ninguno
N-32412,ninguno
P-31906,ninguno
N-27224,ninguno
N-09444,ninguno
N-30396,ninguno
N-37031,ninguno
P-29491,ninguno
N-33793,ninguno
P-02871,ninguno
N-09867,ninguno
P-40659,ninguno
N-27828,ninguno
N-32489,ninguno
N-10534,ninguno
P-24812,ninguno
N-00770,ninguno
N-17392,ninguno
P-50615,ninguno
N-26397,ninguno
P-03532,ninguno
P-44309,ninguno
P-28582,ninguno
N-01861,ninguno
P-45181,ninguno
P-37687,ninguno
N-37553,ninguno
N-14820,ninguno
P-50197,ninguno
N-10567,ninguno
P-46579,ninguno
P-50263,ninguno
N-12115,ninguno
N-18626,ninguno
P-00429,ninguno
P-17118,ninguno
N-26456,ninguno
P-17325,ninguno
P-19920,ninguno
P-17844,ninguno
N-31232,ninguno
P-34126,solo_triangulo
N-23808,ninguno
P-18402,ninguno
N-22716,ninguno
N-31591,ninguno
UT-22000,solo_triangulo
P-38909,ninguno
N-24739,ninguno
N-02782,ninguno
UT-24405,ninguno
UT-19182,ninguno
P-49015,ninguno
P-33098,ninguno
N-21967,ninguno
P-07075,ninguno
P-16449,ninguno
N-25679,ninguno
P-32858,ninguno
N-33746,solo_triangulo
P-12502,ninguno
N-16713,ninguno
P-01265,ninguno
N-11148,ninguno
N-23511,ninguno
N-02256,ninguno
P-00130,ninguno
N-36599,ninguno
N-09707,ninguno
P-41697,ninguno
P-15761,ninguno
N-06248,ninguno
UT-43932,ninguno
P-44540,ninguno
N-00980,ninguno
N-10584,ninguno
N-13618,ninguno
N-36181,ninguno
P-30550,ninguno
P-49732,ninguno
N-15378,ninguno
N-21222,ninguno
N-30885,ninguno
N-36275,ninguno
UT-27060,solo_triangulo
N-31816,ninguno
P-42028,ninguno
P-49328,ninguno
UT-7667,solo_triangulo
P-06999,ninguno
P-36441,ninguno
P-04496,ninguno
P-18862,ninguno
P-03860,solo_triangulo
UT-40111,ninguno
P-06747,ninguno
N-20640,ninguno
P-14675,ninguno
P-15296,ninguno
P-16167,ninguno
N-17108,ninguno
N-32850,ninguno
P-44639,ninguno
P-00456,ninguno
P-16247,ninguno
P-47656,ninguno
N-12312,ninguno
N-02343,ninguno
N-14212,ninguno
N-01868,ninguno
P-38209,ninguno
P-39844,ninguno
P-35452,ninguno
N-19099,ninguno
P-49934,ninguno
P-31471,ninguno
N-29525,ninguno
UT-35462,solo_triangulo
UT-46180,solo_triangulo
N-08793,ninguno
N-14104,ninguno
P-03519,ninguno
P-10718,ninguno
N-13054,ninguno
P-30065,ninguno
UT-41867,ninguno
P-16471,ninguno
N-27443,ninguno
N-36508,ninguno
P-49646,ninguno
P-14620,ninguno
UT-3428,ninguno
N-15873,ninguno
P-33025,ninguno
P-39529,ninguno
N-07714,ninguno
P-49781,ninguno
P-16618,ninguno
UT-23848,ninguno
P-09144,ninguno
UT-40567,ninguno
P-47550,ninguno
N-09088,ninguno
N-16461,ninguno
N-27512,ninguno
P-14556,ninguno
UT-46528,ninguno
UT-16963,solo_triangulo
P-50255,solo_triangulo
N-08613,ninguno
P-31021,ninguno
P-46584,ninguno
N-26781,ninguno
N-12313,ninguno
P-19427,ninguno
N-21455,ninguno
P-07202,ninguno
N-04764,ninguno
P-10687,ninguno
N-28103,ninguno
P-05698,ninguno
N-31512,ninguno
N-25741,ninguno
P-19882,ninguno
P-13953,ninguno
P-45380,ninguno
P-01164,ninguno
N-07589,ninguno
N-01044,ninguno
N-14471,ninguno
P-02553,ninguno
N-23616,ninguno
N-10879,ninguno
N-12490,ninguno
P-39238,ninguno
P-50307,ninguno
UT-16254,ninguno
P-14451,ninguno
UT-41379,ninguno
P-46464,ninguno
P-23483,ninguno
N-08176,ninguno
P-44394,ninguno
P-14291,ninguno
UT-16375,ninguno
N-27188,ninguno
P-10469,ninguno
P-46445,ninguno
UT-0015,ninguno
N-10196,ninguno
N-26679,ninguno
P-22988,ninguno
P-41618,ninguno
P-38509,ninguno
P-34194,ninguno
N-12477,ninguno
N-20215,ninguno
P-11667,ninguno
P-35875,ninguno
P-02040,ninguno
N-27608,ninguno
P-33783,ninguno
N-33475,ninguno
P-37101,ninguno
N-00558,ninguno
P-10425,ninguno
P-24725,ninguno
UT-20834,ninguno
UT-29897,ninguno
N-06879,ninguno
P-12962,ninguno
N-04850,ninguno
UT-6307,ninguno
N-37999,ninguno
P-20418,ninguno
UT-30183,solo_triangulo
N-31606,ninguno
N-22320,ninguno
P-50953,ninguno
N-22499,ninguno
P-27061,ninguno
N-03839,ninguno
P-47585,ninguno
P-49340,ninguno
N-14673,ninguno
P-07050,ninguno
P-06972,ninguno
P-11450,ninguno
N-30555,ninguno
N-26756,ninguno
N-18157,ninguno
N-15900,ninguno
N-37663,ninguno
UT-5380,ninguno
P-40207,ninguno
N-05990,ninguno
P-03869,ninguno
P-22192,ninguno
P-51423,ninguno
N-37761,ninguno
N-02102,solo_triangulo
P-09523,ninguno
N-19349,ninguno
P-21744,ninguno
N-04724,ninguno
P-26277,ninguno
P-50506,ninguno
UT-40337,solo_triangulo
N-09958,ninguno
P-38314,ninguno
UT-8847,solo_triangulo
P-38092,ninguno
P-28124,ninguno
N-25666,ninguno
P-16749,ninguno
P-24344,ninguno
P-00302,ninguno
N-12030,solo_modelo
N-26125,ninguno
UT-40759,ninguno
N-35882,ninguno
P-00808,ninguno
P-21810,ninguno
UT-0857,ninguno
N-37418,ninguno
P-38308,ninguno
P-41049,ninguno
P-44216,ninguno
N-28895,ninguno
P-30462,ninguno
N-32863,ninguno
N-05890,ninguno
P-16632,ninguno
N-10674,ninguno
P-31783,ninguno
P-28498,ninguno
P-03036,solo_triangulo
P-08588,ninguno
N-31821,ninguno
P-16171,ninguno
P-36818,ninguno
P-07895,ninguno
P-16236,ninguno
P-41432,ninguno
N-02307,ninguno
P-01029,ninguno
P-46962,ninguno
P-44635,ninguno
P-06826,ninguno
N-37602,ninguno
P-46556,ninguno
P-12023,ninguno
N-34538,solo_triangulo
P-12004,ninguno
P-23686,ninguno
N-11113,ninguno
N-09889,ninguno
N-36268,ninguno
P-26713,ninguno
P-48632,ninguno
P-41623,ninguno
N-04126,ninguno
N-34670,ninguno
N-21328,ninguno
N-06619,solo_modelo
N-20259,ninguno
N-09118,ninguno
P-14371,ninguno
N-22971,ninguno
UT-20320,solo_triangulo
N-32796,ninguno
N-13620,ninguno
P-15727,ninguno
N-08130,ninguno
N-23901,ninguno
UT-20527,ninguno
P-01167,ninguno
N-09924,ninguno
P-12710,ninguno
P-34450,ninguno
P-29713,ninguno
N-26720,ninguno
P-30119,ninguno
P-06787,ninguno
UT-4673,ninguno
N-20087,ninguno
N-35496,ninguno
N-24545,ninguno
P-01855,ninguno
UT-31648,ninguno
N-03026,ninguno
N-23569,ninguno
P-20888,ninguno
P-04286,ninguno
P-08916,ninguno
N-20883,ninguno
P-44211,ninguno
P-42320,ninguno
N-01378,ninguno
UT-26397,ninguno
P-50395,ninguno
N-18036,ninguno
N-37223,ninguno
N-33289,ninguno
P-25131,ninguno
N-03721,ninguno
N-34163,ninguno
N-16945,ninguno
P-35742,ninguno
UT-30394,solo_triangulo
N-08177,ninguno
N-17551,ninguno
P-41998,ninguno
N-19106,ninguno
N-00778,ninguno
P-18395,ninguno
P-35361,ninguno
N-03216,ninguno
P-36547,ninguno
N-26838,ninguno
P-44742,ninguno
P-03332,ninguno
P-27275,ninguno
P-07220,ninguno
P-15545,ninguno
P-18803,ninguno
P-37867,ninguno
N-26859,ninguno
N-21356,ninguno
P-21356,ninguno
N-18249,ninguno
N-28928,ninguno
P-00867,ninguno
P-47874,ninguno
N-25234,ninguno
N-03654,ninguno
P-14309,ninguno
N-27659,ninguno
P-30030,ninguno
UT-5070,ninguno
N-11601,ninguno
P-18463,ninguno
P-31712,ninguno
N-07538,ninguno
N-32837,ninguno
N-22463,ninguno
N-23744,ninguno
N-18261,ninguno
N-23517,ninguno
P-27436,ninguno
P-39920,ninguno
P-35234,ninguno
UT-23317,ninguno
P-12022,ninguno
P-01355,ninguno
P-39770,ninguno
N-33604,ninguno
P-12421,ninguno
P-28317,ninguno
N-05265,ninguno
P-07201,ninguno
P-05758,ninguno
N-17665,ninguno
N-21841,ninguno
P-34841,ninguno
N-05777,ninguno
N-30881,ninguno
P-44363,ninguno
P-19053,ninguno
N-20615,ninguno
N-25148,ninguno
N-02604,ninguno
P-37621,ninguno
N-07484,ninguno
N-31893,ninguno
P-10370,ninguno
N-14772,ninguno
N-28743,ninguno
P-20699,ninguno
P-31513,ninguno
P-48347,ninguno
P-06653,solo_modelo
N-10317,ninguno
N-33123,ninguno
P-10325,ninguno
N-30395,ninguno
P-42978,ninguno
P-01468,ninguno
P-44118,ninguno
P-37688,ninguno
N-18270,ninguno
N-02231,ninguno
P-14226,ninguno
P-47470,ninguno
UT-44284,ninguno
P-14816,ninguno
UT-13404,ninguno
N-27136,ninguno
N-17537,ninguno
P-27360,ninguno
UT-8840,ninguno
P-15609,ninguno
P-04850,ninguno
P-11168,ninguno
UT-43780,solo_triangulo
N-21256,ninguno
UT-37321,ninguno
P-08857,ninguno
P-50446,ninguno
UT-19248,ninguno
UT-33012,ninguno
N-33005,ninguno
P-23812,ninguno
N-23205,ninguno
N-06716,ninguno
P-06394,ninguno
N-24271,ninguno
N-21417,ninguno
N-18527,ninguno
P-44441,solo_modelo
N-13444,ninguno
P-05419,ninguno
P-08910,ninguno
N-03716,ninguno
P-07823,ninguno
P-36886,ninguno
N-06993,ninguno
N-26217,ninguno
P-29499,ninguno
P-49923,ninguno
N-22052,ninguno
P-40814,ninguno
P-05868,ninguno
P-02888,ninguno
N-26886,ninguno
N-24956,ninguno
N-30094,ninguno
P-51391,ninguno
P-00996,ninguno
N-13423,ninguno
P-32391,ninguno
N-12958,ninguno
N-22545,ninguno
P-11591,ninguno
UT-43666,solo_triangulo
P-41791,solo_triangulo
N-23886,ninguno
N-37465,ninguno
P-11892,ninguno
N-03177,ninguno
N-33954,ninguno
N-25251,ninguno
N-11271,ninguno
P-10763,ninguno
P-18248,ninguno
P-34852,ninguno
P-46508,ninguno
N-15143,ninguno
P-26618,ninguno
P-49017,ninguno
P-20821,ninguno
N-05304,ninguno
P-48069,ninguno
P-17866,ninguno
N-31613,ninguno
N-36681,ninguno
UT-33462,solo_triangulo
N-19457,ninguno
P-23119,ninguno
N-32419,ninguno
P-27308,ninguno
N-11632,ninguno
N-27094,ninguno
P-34951,ninguno
P-29911,ninguno
P-36001,ninguno
P-40235,ninguno
UT-44235,ninguno
P-46631,ninguno
P-19488,ninguno
P-18885,ninguno
P-33801,ninguno
P-39435,ninguno
P-25797,solo_triangulo
P-00438,ninguno
P-22264,ninguno
P-09462,ninguno
P-09945,ninguno
P-17778,ninguno
P-00860,ninguno
P-04787,ninguno
P-34253,ninguno
P-49439,ninguno
N-20298,ninguno
N-09672,ninguno
P-31897,ninguno
N-30988,ninguno
N-15616,ninguno
P-18646,ninguno
P-13670,ninguno
P-39686,ninguno
N-08633,ninguno
P-44265,ninguno
N-30313,ninguno
P-17937,ninguno
UT-13468,ninguno
P-40866,ninguno
UT-7402,ninguno
N-04445,ninguno
N-10211,ninguno
N-16173,ninguno
P-43594,ninguno
P-43316,ninguno
N-09481,ninguno
N-01117,ninguno
N-13992,ninguno
P-20569,ninguno
P-42625,ninguno
P-05120,ninguno
P-02002,ninguno
N-07058,ninguno
N-18212,ninguno
UT-45501,ninguno
N-30957,ninguno
N-26266,ninguno
P-15091,ninguno
P-08648,ninguno
P-09626,ninguno
P-32194,ninguno
UT-11751,solo_triangulo
N-29872,ninguno
P-03787,ninguno
N-08006,ninguno
P-51347,ninguno
P-41686,ninguno
N-22475,ninguno
N-33404,ninguno
UT-13860,ninguno
N-29931,ninguno
P-12986,ninguno
UT-37910,ninguno
UT-1195,solo_triangulo
P-31914,ninguno
N-32041,ninguno
P-41635,ninguno
P-05835,ninguno
N-30545,ninguno
P-25125,ninguno
P-47474,ninguno
P-36163,ninguno
UT-43639,ninguno
P-49437,ninguno
P-41695,ninguno
N-30766,ninguno
N-12898,ninguno
P-34426,ninguno
N-11619,ninguno
P-37080,ninguno
P-46782,ninguno
UT-46476,solo_triangulo
UT-31925,ninguno
P-02970,ninguno
P-04648,ninguno
P-20525,ninguno
UT-4132,ninguno
N-24229,ninguno
N-15352,ninguno
N-17699,ninguno
N-26695,ninguno
N-15681,ninguno
P-47877,ninguno
N-13633,ninguno
P-31160,ninguno
P-05113,ninguno
N-04585,ninguno
N-05146,ninguno
N-08223,ninguno
N-23324,ninguno
N-00679,solo_modelo
P-12100,ninguno
N-16400,ninguno
P-36142,ninguno
N-00186,ninguno
N-17379,ninguno
N-22798,ninguno
N-17927,ninguno
P-05022,ninguno
P-04416,ninguno
N-13285,ninguno
P-16302,solo_modelo
N-15200,ninguno
P-44670,ninguno
P-18685,ninguno
P-43677,ninguno
N-09689,ninguno
N-05147,ninguno
N-36751,ninguno
P-03399,ninguno
P-06190,ninguno
P-37566,ninguno
P-20326,ninguno
P-26037,ninguno
UT-39199,solo_triangulo
P-46938,ninguno
N-08692,ninguno
P-04094,ninguno
P-42668,ninguno
N-31798,ninguno
UT-28443,ninguno
UT-5420,ninguno
P-38107,ninguno
N-05167,ninguno
P-09733,ninguno
N-00593,ninguno
N-11776,ninguno
P-03069,ninguno
N-34439,solo_triangulo
UT-38828,ninguno
N-20485,ninguno
N-08986,ninguno
P-46417,ninguno
N-18670,ninguno
N-27142,ninguno
P-34535,ninguno
N-36998,ninguno
P-43756,ninguno
P-22975,ninguno
UT-29823,ninguno
P-08246,ninguno
P-36578,ninguno
N-01008,ninguno
P-06868,ninguno
N-19982,ninguno
N-05655,ninguno
N-21570,ninguno
N-31998,ninguno
N-08725,ninguno
N-07349,ninguno
P-24199,ninguno
P-06982,ninguno
P-34730,ninguno
P-23126,ninguno
N-03007,solo_modelo
N-11660,ninguno
UT-2460,ninguno
P-49877,ninguno
N-23855,ninguno
N-33827,ninguno
P-30506,ninguno
N-17485,ninguno
P-17470,ninguno
P-21907,ninguno
P-50551,solo_modelo
N-20950,ninguno
N-02914,ninguno
P-05695,ninguno
P-37021,ninguno
P-44687,ninguno
N-19815,ninguno
P-19683,ninguno
N-12323,ninguno
N-07928,ninguno
P-00833,ninguno
P-43390,ninguno
N-23585,ninguno
P-05799,ninguno
P-31085,solo_modelo
P-51091,ninguno
P-38798,ninguno
P-29435,ninguno
N-21780,ninguno
P-14284,ninguno
P-15803,ninguno
N-14027,ninguno
N-09502,ninguno
N-06401,ninguno
P-35317,ninguno
P-06028,ninguno
P-01911,ninguno
N-35598,ninguno
N-18966,ninguno
P-45729,ninguno
P-15105,solo_triangulo
P-15323,ninguno
N-12455,ninguno
N-09657,ninguno
P-17651,ninguno
P-51213,ninguno
P-30158,ninguno
UT-16771,ninguno
P-06738,ninguno
P-17718,ninguno
P-19893,ninguno
N-30852,ninguno
P-05459,ninguno
N-07010,ninguno
P-11825,ninguno
P-40878,ninguno
P-16455,ninguno
P-47133,ninguno
P-40676,ninguno
P-43821,ninguno
P-01392,ninguno
N-27684,ninguno
N-02545,ninguno
P-01181,ninguno
N-03315,ninguno
N-05781,ninguno
N-01794,ninguno
N-18571,ninguno
P-47639,ninguno
N-01474,ninguno
P-25682,ninguno
N-09244,ninguno
P-25958,ninguno
P-23930,ninguno
P-36781,ninguno
N-29664,ninguno
UT-3632,ninguno
P-49041,ninguno
P-05673,ninguno
P-20292,solo_triangulo
N-17340,ninguno
UT-43323,ninguno
N-16407,ninguno
P-18593,ninguno
N-10753,ninguno
P-20859,ninguno
P-13820,ninguno
N-19694,ninguno
N-37133,ninguno
P-01883,ninguno
P-39870,ninguno
P-26134,ninguno
UT-22205,solo_triangulo
N-26905,ninguno
P-46246,ninguno
P-12877,ninguno
UT-33764,solo_triangulo
P-19271,solo_modelo
N-21650,ninguno
N-18461,ninguno
N-25407,ninguno
P-05248,ninguno
P-47595,ninguno
P-36546,ninguno
N-33593,ninguno
P-45465,ninguno
P-44439,ninguno
P-24256,ninguno
P-30087,ninguno
P-03990,ninguno
P-35469,ninguno
UT-9953,ninguno
N-05349,ninguno
UT-10672,solo_triangulo
P-02935,ninguno
N-21459,ninguno
N-24231,ninguno
UT-27137,solo_triangulo
N-11326,ninguno
N-30243,ninguno
P-04675,ninguno
N-37852,ninguno
P-50208,ninguno
N-09644,ninguno
P-29335,ninguno
P-11670,ninguno
N-34045,ninguno
UT-40660,ninguno
P-21182,ninguno
N-09037,ninguno
UT-26570,ninguno
N-30143,ninguno
P-29925,ninguno
P-15772,ninguno
P-19106,ninguno
N-36641,ninguno
UT-10792,ninguno
P-40531,ninguno
N-35785,ninguno
P-26650,ninguno
UT-27505,ninguno
P-33918,ninguno
UT-26102,ninguno
P-44443,ninguno
N-29622,ninguno
P-20463,ninguno
P-46221,ninguno
N-31224,ninguno
P-06072,ninguno
UT-31328,ninguno
P-27805,ninguno
P-34394,ninguno
P-16725,ninguno
P-21561,ninguno
N-30194,ninguno
N-11555,ninguno
P-24787,ninguno
P-32967,solo_triangulo
P-01632,ninguno
UT-28334,ninguno
P-41885,ninguno
P-00354,ninguno
N-16524,ninguno
P-46746,ninguno
UT-32632,ninguno
P-20223,ninguno
UT-4847,solo_triangulo
P-33694,ninguno
P-34527,ninguno
N-20197,ninguno
N-15825,ninguno
N-16293,ninguno
P-35399,ninguno
P-13617,ninguno
N-09151,ninguno
UT-25769,solo_triangulo
P-44748,ninguno
P-21306,ninguno
P-24866,ninguno
P-19341,ninguno
UT-12798,solo_triangulo
P-06640,ninguno
P-13223,ninguno
P-29461,ninguno
P-01455,ninguno
N-21141,ninguno
N-34021,ninguno
N-01808,ninguno
N-24800,ninguno
P-05657,ninguno
P-41241,ninguno
P-26244,ninguno
N-13264,ninguno
N-28849,ninguno
N-13044,ninguno
P-14698,ninguno
UT-42918,solo_triangulo
P-21730,ninguno
P-35616,ninguno
N-04819,ninguno
N-01984,ninguno
P-31749,ninguno
N-25209,ninguno
N-33885,ninguno
P-39450,ninguno
N-04071,ninguno
N-37166,ninguno
P-19686,ninguno
P-21145,ninguno
P-10652,ninguno
P-03295,ninguno
P-19508,ninguno
UT-13069,ninguno
P-08702,ninguno
N-28577,ninguno
N-05277,ninguno
P-27867,ninguno
P-21904,ninguno
P-32235,ninguno
P-10037,ninguno
P-07793,ninguno
N-28078,ninguno
P-37313,ninguno
P-00121,ninguno
N-03725,ninguno
N-05869,ninguno
P-18965,ninguno
P-00391,ninguno
P-37584,ninguno
P-31764,ninguno
UT-39709,ninguno
N-07677,ninguno
P-29761,ninguno
N-03807,ninguno
P-16141,ninguno
UT-24312,ninguno
P-25049,ninguno
P-00528,ninguno
N-08228,ninguno
P-21462,ninguno
P-17777,ninguno
P-04691,ninguno
P-02124,ninguno
N-36844,ninguno
N-17849,ninguno
N-25588,ninguno
N-25540,ninguno
N-17558,ninguno
N-06438,ninguno
N-25884,ninguno
N-14377,ninguno
P-18354,ninguno
P-33807,ninguno
P-24356,ninguno
UT-43549,solo_triangulo
P-21595,ninguno
P-46443,ninguno
P-11008,ninguno
N-16244,ninguno
P-13768,ninguno
N-06226,ninguno
UT-16603,ninguno
N-25342,ninguno
N-27603,ninguno
N-24462,ninguno
P-10841,ninguno
P-36236,ninguno
P-32041,ninguno
P-49255,ninguno
P-27624,ninguno
P-16495,ninguno
P-02340,ninguno
UT-30952,ninguno
P-27663,ninguno
UT-4196,solo_triangulo
N-11903,ninguno
N-26093,ninguno
P-03114,ninguno
P-27751,ninguno
P-46517,ninguno
P-05572,ninguno
N-04508,ninguno
N-15818,ninguno
P-36822,ninguno
P-41227,ninguno
N-11844,ninguno
UT-20302,solo_triangulo
P-10490,ninguno
P-02557,ninguno
N-35000,ninguno
N-20252,ninguno
UT-14611,solo_triangulo
UT-18444,ninguno
N-18434,ninguno
N-12512,ninguno
UT-38582,ninguno
N-18368,ninguno
P-20251,ninguno
N-26497,ninguno
UT-14247,ninguno
P-15379,ninguno
P-40525,ninguno
N-01043,ninguno
P-29381,ninguno
P-23374,ninguno
P-25678,ninguno
P-42857,ninguno
N-02290,ninguno
P-43807,ninguno
UT-46329,ninguno
P-06261,ninguno
N-15983,ninguno
P-04302,ninguno
N-19830,ninguno
N-25661,ninguno
UT-31890,ninguno
N-23765,ninguno
N-36253,ninguno
P-15987,ninguno
N-11998,ninguno
N-24926,ninguno
UT-26072,ninguno
P-24731,ninguno
P-23320,ninguno
P-22704,ninguno
N-27570,ninguno
P-42081,ninguno
N-30309,ninguno
N-25119,ninguno
P-10103,ninguno
N-12653,ninguno
P-51144,ninguno
P-25097,ninguno
P-01131,solo_modelo
P-00560,ninguno
N-32941,ninguno
P-25715,ninguno
N-06943,ninguno
P-21713,ninguno
P-17415,ninguno
N-05703,ninguno
N-10806,ninguno
N-03631,ninguno
N-04655,ninguno
N-10458,ninguno
N-01397,solo_triangulo
N-27453,ninguno
N-02183,ninguno
P-13909,ninguno
N-37601,ninguno
P-11675,ninguno
N-13055,ninguno
P-35829,ninguno
P-06743,ninguno
N-14390,ninguno
P-07727,ninguno
N-06368,ninguno
N-25118,ninguno
N-26605,ninguno
N-35967,ninguno
P-19819,ninguno
P-29234,solo_triangulo
N-00527,ninguno
P-49605,ninguno
N-01778,ninguno
P-04577,ninguno
P-12403,ninguno
N-20219,ninguno
P-08065,ninguno
P-46045,ninguno
P-11233,ninguno
N-19550,ninguno
P-43457,ninguno
N-21487,ninguno
P-23629,ninguno
N-03833,ninguno
P-03370,ninguno
P-27546,ninguno
P-12437,ninguno
N-05285,ninguno
P-40885,ninguno
N-02171,ninguno
P-23455,ninguno
UT-18358,solo_triangulo
N-05681,ninguno
P-16434,ninguno
P-12076,ninguno
UT-12145,ninguno
N-36392,ninguno
P-15702,ninguno
P-02918,ninguno
N-27780,ninguno
N-16122,ninguno
P-42251,ninguno
N-15146,ninguno
N-34694,ninguno
N-28734,ninguno
N-21116,ninguno
UT-35695,solo_triangulo
N-06319,ninguno
N-07004,ninguno
P-12001,ninguno
P-03450,ninguno
P-35177,ninguno
